"","hashtags","n"
"4822","tcu",1
"4823","tdp20",1
"4824","tdrlive",1
"4825","tds’s",1
"4826","tea",1
"4827","teacher",1
"4828","teachgloballyworklocally”",1
"4829","teamaustralia",1
"4830","teamericsson",1
"4831","teamjoe",1
"4832","teamrpf…",1
"4833","teamwork",1
"4834","techcrunch",1
"4835","techies",1
"4836","techvu",1
"4837","tedcruz",1
"4838","tehrans",1
"4839","telecommuting",1
"4840","telemedicine",1
"4841","telework",1
"4842","tellmpr",1
"4843","tempertantrumnancy",1
"4844","tencentleak",1
"4845","termlimits",1
"4846","terriblequarantineadvice",1
"4847","terrified",1
"4848","terrifying",1
"4849","terrorism",1
"4850","teslachina",1
"4851","teslasaveslives",1
"4852","test",1
"4853","testingtestingtesting",1
"4854","texasliving",1
"4855","texastribune",1
"4856","tgtupdates",1
"4857","thanks",1
"4858","thankschina",1
"4859","thanksnancypelosi",1
"4860","thanksobama",1
"4861","thankstrump",1
"4862","thankyou",1
"4863","thankyouairindia",1
"4864","thankyousomuch",1
"4865","that’sracist",1
"4866","thatsthespirit",1
"4867","the",1
"4868","the200",1
"4869","theartofthedeal",1
"4870","thebestisyettocome",1
"4871","theboss",1
"4872","thebrightside",1
"4873","thechinadashboard",1
"4874","thecomingapocalypsewithpastorpaulbegley",1
"4875","thecube",1
"4876","thedaily",1
"4877","thedamnedhumanrace",1
"4878","thedemocrats",1
"4879","thedivision",1
"4880","theemerged",1
"4881","theempirestrikesback",1
"4882","theemployerhandbook",1
"4883","thefaileddonaldtrump",1
"4884","thefed",1
"4885","thefencepostnews",1
"4886","theglobalinvestmentbankingadvisorforasia",1
"4887","thegreatawakening",1
"4888","theheat",1
"4889","thekarenregistry",1
"4890","thekungflu",1
"4891","thelashandrahchronicles",1
"4892","thelastleg",1
"4893","thelatest",1
"4894","thelostmonth",1
"4895","themighty200",1
"4896","thenegotiationpod",1
"4897","thenewarab",1
"4898","thenewfederalstateofchina",1
"4899","thenewsrun",1
"4900","thepatriothour",1
"4901","theralphreport",1
"4902","therealdonaldjtrump",1
"4903","thereasoniranaway",1
"4904","therevelationsofdaniel",1
"4905","thesepeoplearestupid",1
"4906","thesilentmajority",1
"4907","thestraitstimes",1
"4908","thesundayrants",1
"4909","theview",1
"4910","thevoz",1
"4911","theworld",1
"4912","theworldislistening",1
"4913","thewuhan😷",1
"4914","they",1
"4915","thfc",1
"4916","thingsneversaidwhileruling",1
"4917","thingsyouwonthearbatmansay",1
"4918","think",1
"4919","thinkingofwuhan",1
"4920","thinksafety",1
"4921","thirtyeight",1
"4922","this",1
"4923","thisisamerica",1
"4924","thisischina",1
"4925","thisiscpg",1
"4926","thisishowwedie",1
"4927","thisisnottheflu",1
"4928","thisjustin",1
"4929","thisweek",1
"4930","thorns",1
"4931","thoughtsandprayers",1
"4932","thoughtsofirack",1
"4933","thread",1
"4934","threat",1
"4935","thrive",1
"4936","thursdaymotivation",1
"4937","thursdayvibes",1
"4938","thursdaywisdom",1
"4939","tianjin",1
"4940","tianmen",1
"4941","tibetan",1
"4942","ticxkertv",1
"4943","tiger",1
"4944","times",1
"4945","timesupbiden",1
"4946","timetogetbacktowork",1
"4947","timetowakeup",1
"4948","timewilltell",1
"4949","timorleste",1
"4950","tinfoilhat",1
"4951","tipsthursday",1
"4952","tiredofwinning",1
"4953","tnmnews",1
"4954","tnnews",1
"4955","tocfoundation",1
"4956","todayinaz",1
"4957","todayspickup",1
"4958","todayssignofapocalypse",1
"4959","togetherwecan",1
"4960","toghetherathome",1
"4961","toiletczar",1
"4962","toiletspaper",1
"4963","tokyo2020",1
"4964","tom",1
"4965","tomcottons",1
"4966","tommyalltalk",1
"4967","tosoon",1
"4968","tours",1
"4969","tracycooke",1
"4970","tradeinor",1
"4971","trademarks",1
"4972","traders",1
"4973","tradeshows",1
"4974","tradingatnoon",1
"4975","traditional",1
"4976","traditionalchinesemedicine",1
"4977","trafficjamweekend",1
"4978","train",1
"4979","traitorinchief",1
"4980","traitortot",1
"4981","transdayofvisibility",1
"4982","transgenic",1
"4983","transmission",1
"4984","transpacific",1
"4985","transport",1
"4986","transportation",1
"4987","traveladdict",1
"4988","travelblog",1
"4989","traveler",1
"4990","traveling",1
"4991","travelinsurance",1
"4992","travellers",1
"4993","travelsafety",1
"4994","traveltip",1
"4995","traveltips",1
"4996","traveltiptuesday",1
"4997","travis",1
"4998","trendingtopik",1
"4999","triathlon",1
"5000","triggered",1
"5001","trivium",1
"5002","trojanhorse",1
"5003","troll",1
"5004","trollalert",1
"5005","tron",1
"5006","trudeauworstpm",1
"5007","trudy",1
"5008","truecrimepodcast",1
"5009","truestory",1
"5010","trump—and",1
"5011","trump2020landsidereelectionvictory",1
"5012","trump2020therealdonaldtrup",1
"5013","trump45thegreatest",1
"5014","trumpadministrations",1
"5015","trumpbodycount",1
"5016","trumpchina",1
"5017","trumpconfusion",1
"5018","trumpcorruption",1
"5019","trumpcrash",1
"5020","trumpcrimesyndicate",1
"5021","trumpcurseisreal",1
"5022","trumpdeathtoll100k",1
"5023","trumpdeathtoll85k",1
"5024","trumpdeathtoll95k",1
"5025","trumpdemic",1
"5026","trumpderangementsyndrome",1
"5027","trumpeconomy",1
"5028","trumpfiasco",1
"5029","trumpflu",1
"5030","trumpgoestochina",1
"5031","trumpgop",1
"5032","trumphasnoplan",1
"5033","trumphypocrite",1
"5034","trumpisanasshole",1
"5035","trumpisanidiot",1
"5036","trumpisaracist",1
"5037","trumpisavirus",1
"5038","trumpiscorrupt",1
"5039","trumpiskillingus",1
"5040","trumpisnotwell",1
"5041","trumpjunk",1
"5042","trumplieseverytimehespeaks",1
"5043","trumpliespeopledie",1
"5044","trumpmadness",1
"5045","trumpmeltdown",1
"5046","trumpmerikkka",1
"5047","trumpmigraines",1
"5048","trumpmustgo",1
"5049","trumpoutbreak",1
"5050","trumpowneverydeath",1
"5051","trumppandemicfailure",1
"5052","trumppressconf",1
"5053","trumpputin",1
"5054","trumpputsamericansfirst",1
"5055","trumpracism",1
"5056","trumprally",1
"5057","trumprepublicans",1
"5058","trumprocks",1
"5059","trumpsamericancarnage",1
"5060","trumpsdeepthoughts",1
"5061","trumpsenatecoward",1
"5062","trumpsfault",1
"5063","trumpstowuhan",1
"5064","trumpsvirus",1
"5065","trumptactics",1
"5066","trumptariffs",1
"5067","trumpwouldsayit",1
"5068","trustdata",1
"5069","truthandjusticeforchinesejournalists",1
"5070","truthmetertime⏱",1
"5071","truthplease",1
"5072","tsc",1
"5073","tslrcontributor",1
"5074","tsx",1
"5075","ttaout",1
"5076","ttot",1
"5077","tuckerishigh",1
"5078","tucson",1
"5079","tuesdaymorning",1
"5080","tuesdaymotivation",1
"5081","tulsa",1
"5082","tunisia",1
"5083","tunisian",1
"5084","tusupplychain",1
"5085","tutor",1
"5086","tuvozenlosangeles",1
"5087","tv6news",1
"5088","twattwaffle",1
"5089","tweetcore201",1
"5090","twforwho",1
"5091","twiplomacy",1
"5092","twolinejoke",1
"5093","twothepoint",1
"5094","tx22",1
"5095","txn",1
"5096","typeablood",1
"5097","tytekmedical",1
"5098","tyvek",1
"5099","ual",1
"5100","ubc",1
"5101","ucdavis",1
"5102","ucf",1
"5103","uchicago",1
"5104","uclais20",1
"5105","uclalrsymposium",1
"5106","uconnbigdatabiology",1
"5107","ucsb",1
"5108","udpate",1
"5109","uemcommunications",1
"5110","ufc248",1
"5111","ufi",1
"5112","ufo",1
"5113","uhurumustgo",1
"5114","ui",1
"5115","uighur",1
"5116","ukrainerd🇩🇴🗽",1
"5117","ukrainians",1
"5118","uks",1
"5119","umass",1
"5120","umbaltimore",1
"5121","umbrella",1
"5122","umnproud",1
"5123","umslproud",1
"5124","unamerican",1
"5125","unbelievable",1
"5126","unc",1
"5127","uncleandy46",1
"5128","unclearly",1
"5129","unconfirmed",1
"5130","unconmansense",1
"5131","undisappearthem",1
"5132","uneducatedtrumpmoron",1
"5133","unfathomable”",1
"5134","unfitforoffice",1
"5135","unfittobepresident",1
"5136","unhinged",1
"5137","unilever",1
"5138","unit731",1
"5139","unitedflights",1
"5140","unitedflightscanceledtochina",1
"5141","unitedimaging",1
"5142","unitednations",1
"5143","uniteordie",1
"5144","universalbeijing",1
"5145","universalprayer",1
"5146","unmc",1
"5147","unr",1
"5148","unsanitary",1
"5149","unsc",1
"5150","untoldnewsuk",1
"5151","untroops",1
"5152","unuseless",1
"5153","unwellsongsormovies",1
"5154","uofsc",1
"5155","ups",1
"5156","upwith8",1
"5157","uqs",1
"5158","usa🇺🇸",1
"5159","usamedia",1
"5160","usandchina",1
"5161","usaonfire",1
"5162","usausausa",1
"5163","usc",1
"5164","uschinaphase1",1
"5165","uschinatradedeal",1
"5166","usdjpy",1
"5167","usdt",1
"5168","usembassy",1
"5169","usenemies",1
"5170","usflu",1
"5171","usmc",1
"5172","uspoli",1
"5173","uspresident",1
"5174","ustlawmn",1
"5175","usualsuspects😉",1
"5176","utah",1
"5177","utahnews",1
"5178","utaustin",1
"5179","utdtoday",1
"5180","utpol",1
"5181","uw",1
"5182","uwaterloos",1
"5183","uzbekistan",1
"5184","vacations",1
"5185","vacationtrvl",1
"5186","vaccinate",1
"5187","vaccination",1
"5188","vaccineagenda",1
"5189","vaccines",1
"5190","valentineday2020",1
"5191","valentinesday",1
"5192","valentinoideal",1
"5193","vanre",1
"5194","vantagepoint",1
"5195","vapingsavelives",1
"5196","vaticancitynews",1
"5197","vcnews",1
"5198","vegan",1
"5199","vegas",1
"5200","venezuelans",1
"5201","ventilation",1
"5202","ventilators",1
"5203","verified",1
"5204","verify",1
"5205","veteranownedbusiness",1
"5206","vetrocare",1
"5207","victims",1
"5208","victordavishansonvdhanson",1
"5209","video☣️",1
"5210","videogame",1
"5211","vietman",1
"5212","vietnam’s",1
"5213","vietnamese",1
"5214","vigilantism",1
"5215","vindman",1
"5216","viralleelab",1
"5217","viralpneumonia",1
"5218","virtual",1
"5219","virtualhappyhour",1
"5220","virtuallegality",1
"5221","virtualreality",1
"5222","viruschino",1
"5223","viruscrisis",1
"5224","viruses2020",1
"5225","virusesinthenews",1
"5226","virushoax",1
"5227","virusmutate",1
"5228","viruswuhan",1
"5229","visa",1
"5230","visionzero",1
"5231","visitnepal",1
"5232","visualization",1
"5233","vitals",1
"5234","vix",1
"5235","vlirus",1
"5236","volunteers",1
"5237","voteblue2020",1
"5238","votebluetoendthisnightmare",1
"5239","votebluetosaveamerica",1
"5240","votebluetosaveamerica2020",1
"5241","votebluetotakebackamerica",1
"5242","votedemocrats2020",1
"5243","voteforuniversalcare",1
"5244","votehimout",1
"5245","votejoe",1
"5246","voteoutthegop",1
"5247","votered",1
"5248","votered2020",1
"5249","voteredtosaveamerica2020",1
"5250","votethemallout",1
"5251","votethemallout2020",1
"5252","votetrump2020",1
"5253","vt",1
"5254","vtr",1
"5255","vuhanvirus",1
"5256","vv261",1
"5257","vxi",1
"5258","vytex",1
"5259","w0w2020",1
"5260","wabasto",1
"5261","wabc",1
"5262","wabnet",1
"5263","waitwut",1
"5264","wakemeup",1
"5265","wakeup11",1
"5266","wakeupcanada",1
"5267","wakeupchina",1
"5268","wakeupclt",1
"5269","wakeupq",1
"5270","walkawayfromdemocratsocialists",1
"5271","walkawayfromwho",1
"5272","wallst",1
"5273","walmart",1
"5274","wangyuan’s",1
"5275","wapo",1
"5276","warisnottheanswer",1
"5277","warnyourparents",1
"5278","warrenwilhelm",1
"5279","warriors",1
"5280","warroompandemicwarroom2020",1
"5281","warroomshow",1
"5282","wartimemeasures",1
"5283","washhands",1
"5284","washington’s",1
"5285","washingtonpost",1
"5286","washtheirhands",1
"5287","washyourhandsofchina",1
"5288","wasteofmoney",1
"5289","wasthehate",1
"5290","wattersworld",1
"5291","wayne",1
"5292","wazeapp",1
"5293","wccb",1
"5294","wcia",1
"5295","we’re",1
"5296","weaponizedvirus",1
"5297","wearamask",1
"5298","weareessential",1
"5299","weareinthistogether",1
"5300","wearepvh",1
"5301","wearmask",1
"5302","webcast",1
"5303","webcasts",1
"5304","webinar",1
"5305","website",1
"5306","wedeservebetter",1
"5307","wednesdayfunday",1
"5308","wednesdaythoughts",1
"5309","weedstagram",1
"5310","weekinreview",1
"5311","weekly",1
"5312","weeklyinasia",1
"5313","weeklymarketcommentary",1
"5314","wegotthis",1
"5315","weird",1
"5316","welcomingpittsburgh",1
"5317","wellduh",1
"5318","weneedbernie",1
"5319","weneedfreedomofspeech",1
"5320","wenzhouwuhan",1
"5321","werescrewed",1
"5322","westmichigan",1
"5323","wewillrememberinnovember",1
"5324","wfh",1
"5325","wfp",1
"5326","wha73",1
"5327","what",1
"5328","whatcouldgowrong",1
"5329","whatdidunclemikesay",1
"5330","whatdoesntkillyoumakesyoustronger",1
"5331","whathappensinwuhandoesntstayinwuhan",1
"5332","whatif",1
"5333","whatisfood",1
"5334","whatsgoingon",1
"5335","whatthasmack",1
"5336","whatthehellistheworldcomingto",1
"5337","whattrumphastaughtus",1
"5338","whatwentwrong",1
"5339","whatyoushouldknow",1
"5340","wheat",1
"5341","whenthisisallover",1
"5342","whereisfauci",1
"5343","whereismitch",1
"5344","whereshunter",1
"5345","wheresthehousedemocrats",1
"5346","whereswinnie",1
"5347","whitehousebriefing",1
"5348","whitehousepressconference",1
"5349","whitemenbehavingbadly",1
"5350","who’s",1
"5351","whocorrupt",1
"5352","wholegenome",1
"5353","wholiedpeopledied",1
"5354","whos",1
"5355","whowoke",1
"5356","whyimnotvotingfortrump",1
"5357","wibw",1
"5358","wiflu",1
"5359","wildfire",1
"5360","wildlifetrafficking",1
"5361","wimchat",1
"5362","windyapp",1
"5363","wingnut",1
"5364","winniethepooh",1
"5365","winniethexi",1
"5366","winningthroughpandemic",1
"5367","wired",1
"5368","wirelessreach",1
"5369","wisebusinessplans",1
"5370","wiseemir",1
"5371","wiselaw",1
"5372","wiseup",1
"5373","witchhunt",1
"5374","wkow",1
"5375","wmchealthheroes",1
"5376","woke",1
"5377","wokeaf",1
"5378","wolfram",1
"5379","woman4trump",1
"5380","womankind2020",1
"5381","women",1
"5382","womeninscience",1
"5383","womensday",1
"5384","womensday4palestine",1
"5385","wordsmatter",1
"5386","workerscomp",1
"5387","workplace",1
"5388","worldbubonicplague",1
"5389","worldindoorathletics",1
"5390","worldmarkets",1
"5391","worldstoryofthedaynpr",1
"5392","worldunpacked",1
"5393","worldwar3",1
"5394","worldwide",1
"5395","worlhealthorganization",1
"5396","worststdever",1
"5397","worthlookinginto",1
"5398","wouldntitbegreatif",1
"5399","wqkeup",1
"5400","wral",1
"5401","writingcommunity",1
"5402","wrong",1
"5403","wrwy",1
"5404","wsjwhatnow",1
"5405","wsu",1
"5406","wtaf",1
"5407","wtnhhealth",1
"5408","wtobrexit",1
"5409","wtsp",1
"5410","wuan",1
"5411","wufl",1
"5412","wuhamvirus",1
"5413","wuhan—ground",1
"5414","wuhan，people",1
"5415","wuhan”",1
"5416","wuhanageddon",1
"5417","wuhanbased",1
"5418","wuhanbiolab",1
"5419","wuhanbioweapon",1
"5420","wuhanc",1
"5421","wuhanchicomflu",1
"5422","wuhanchinavirus",1
"5423","wuhanchinesevirus",1
"5424","wuhanclan",1
"5425","wuhanclap",1
"5426","wuhancoronovirusoutbreak",1
"5427","wuhangirlwdog",1
"5428","wuhangotyouallincheck",1
"5429","wuhangt",1
"5430","wuhanhoax",1
"5431","wuhaninstituteofvirology",1
"5432","wuhanjaiyou",1
"5433","wuhankungflu",1
"5434","wuhanlock",1
"5435","wuhanmassacre",1
"5436","wuhanmediavirus",1
"5437","wuhanpandemic",1
"5438","wuhanpaulie",1
"5439","wuhanpicks",1
"5440","wuhanrivus",1
"5441","wuhansars",1
"5442","wuhanseafoodmarket",1
"5443","wuhanvirus👇",1
"5444","wuhanvirus👈🏻🦠has",1
"5445","wuhanvirus💁🏼",1
"5446","wuhanvirus🙏❤️💪support",1
"5447","wuhanviruswell",1
"5448","wuhanviruswhy",1
"5449","wuhanwarriors",1
"5450","wuhanwillie",1
"5451","wumaos",1
"5452","wut",1
"5453","wwfc",1
"5454","wwg1gwa",1
"5455","wwz",1
"5456","xinhua",1
"5457","xis",1
"5458","xitler",1
"5459","xjykyp3nlwitwitter",1
"5460","yaaaassss",1
"5461","yahyahyaaahhhyahyah",1
"5462","yaleinsights",1
"5463","yang2020",1
"5464","yanggang",1
"5465","yellowperil",1
"5466","yellowvests",1
"5467","yemen",1
"5468","yen",1
"5469","yetanotherwhfail",1
"5470","ygk",1
"5471","yikestonight",1
"5472","yoomad",1
"5473","york",1
"5474","yorkregion",1
"5475","youaintblackbiden",1
"5476","youcantmakethiscrapup",1
"5477","youcantmakethisstuffup",1
"5478","youcantmakethisup",1
"5479","youdontsay",1
"5480","youngstown",1
"5481","younusalgohar",1
"5482","youpeople",1
"5483","yourefired",1
"5484","yourlawyer",1
"5485","youtubers",1
"5486","youwillnotbringdowndjt",1
"5487","yugeliar",1
"5488","yulin",1
"5489","yulindogmeatfestival",1
"5490","yvr",1
"5491","yw",1
"5492","zambia",1
"5493","zanupfmustgo",1
"5494","zeducation",1
"5495","zee",1
"5496","zeenews",1
"5497","zhangyimou",1
"5498","zhenglishi",1
"5499","zhengzhou",1
"5500","zhongnanshan",1
"5501","zimbabwe",1
"5502","zing",1
"5503","zioc",1
"5504","zionist",1
"5505","zionsbanker",1
"5506","zombievirus",1
"5507","zoonoticdiseases",1
"5508","zysola",1
"5509","لبنانيمفيرس",1
"5510","ไวรัสโคโรน่าสายพันธุ์ใหม่",1
"5511","표준말투와내말투를비교해보자",1
"5512","两会2020",1
"5513","中共国",1
"5514","中国武汉加油",1
"5515","我要言论自由",1
"5516","抗爭學英文",1
"5517","李兴旺",1
"5518","李文亮’s",1
"5519","武汉肺炎冠状病",1
"5520","武漢肺炎",1
"5521","海南雞飯",1
"5522","热干面加油",1
"5523","蒋超良，the",1
"5524","關鍵時刻",1
"5525","马国强",1
